
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
warden_lobbyist_name                    Lobbyisten
warden_lobbyist_desc                    Lobbyisten har vigtige venner, og sørger for at alle de medgørlige indsatte bliver sendt hans vej.\n\n - Halverer sandsynligheden for at modtage indsatte der er voldelige, livsfarlige, ustabile eller slagsbrødre.
warden_lobbyist_desc_short              - Halverer sandsynligheden for at modtage indsatte der er voldelige, livsfarlige, ustabile eller slagsbrødre.
warden_fear_name                        Rita
warden_fear_desc                        Nådesløs og frygtindgydende, Rita har et ry for at styre hendes fængsler med hård hånd. Rygterne om at hun bærer pisk er måske overdrevne.\n\n - Halverer sandsynligheden for at indsatte er stoiske eller frygtløse\n - Indsatte bliver underkuet dobbelt så hurtigt
warden_fear_desc_short                  - Halverer sandsynligheden for at indsatte er stoiske eller frygtløse\n - Indsatte bliver underkuet dobbelt så hurtigt
warden_tunnels_name                     J.W. Periwinkle
warden_tunnels_desc                     Fængselsinspektør Periwinkle siger at han var sapør under krigen. Han siger aldrig hvilken krig det præcist var, men han ved virkelig alt om at grave tunneller.\n\n - Vagthunde har 50% chance for fuldstændig at afdække de tunneller de finder
warden_tunnels_desc_short               - Vagthunde har 50% chance for fuldstændig at afdække de tunneller de finder
warden_calming_name                     Pacifisten
warden_calming_desc                     Pacifisten har et usædvanligt talent, der gør ham i stand til at berolige selv de mest voldelige individer. Bare det at være i samme lokale som ham er nok til at gøre folk føjelige og medgørlige.\n\n - Sænker "temperaturen" i dit fængsel, og mindsker sandsynligheden for at indsatte laver ballade
warden_calming_desc_short               - Sænker "temperaturen" i dit fængsel, og mindsker sandsynligheden for at indsatte laver ballade
warden_contraband_name                  Saphara Acknova
warden_contraband_desc                  Saphara Acknova har et pletfrit ry og perfekt omdømme. Men bag kulissen gemmer der sig skumle aftaler, og betalinger under border er ikke uvant for hende.\n\n - Får en lille andel af gensalgsværdien for hvert stykke kontrabande der bliver fundet\n - Indsatte der bliver taget med kontrabande, skal betale en "bøde" af egen lomme
warden_contraband_desc_short            - Får en lille andel af gensalgsværdien for hvert stykke kontrabande der bliver fundet\n - Indsatte der bliver taget med kontrabande, skal betale en "bøde" af egen lomme
buildtoolbar_wardenlobbyist             Lobbyisten
buildtoolbar_tooltip_wardenlobbyist     Få mindre voldelige kriminelle til dit fængsel
interfacetopbar_tension_calmingwarden   - din fængselsinspektør har en beroligende effekt på dine indsatte
warden_consultingfee                    Konsultationspris

# =============================================================================
# Crime names
# =============================================================================

crime_bribery                     Bestikkelse
crime_aggravatedburglary          Voldeligt indbrud
crime_burglary                    Indbrud
crime_arson                       Brandstiftelse
crime_criminaldamage              Beskadigelse af andres ejendele
crime_vandalism                   Vandalisme
crime_possession                  Besiddelse
crime_possessionintenttosupply    Besiddelse med henblik på videresalg
crime_forgery                     Falskneri
crime_fraud                       Bedrageri
crime_counterfeightingcurrency    Møntfalskneri
crime_falseaccounting             Kreativ bogføring
crime_insidertrading              Insider-handel
crime_moneylaundering             Pengevask
crime_aggravatedvehicletheft      Voldeligt biltyveri
crime_joyriding                   Biltyveri for sjov
crime_dangerousdriving            Uforsvarlig kørsel
crime_deathbydangerousdriving     Drab ved uforsvarlig kørsel
crime_drivingunderinfluence       Spritkørsel
crime_kidnapping                  Kidnapning
crime_falseimprisonment           Frihedsberøvelse
crime_torture                     Tortur
crime_assault                     Overfald
crime_aggravatedassault           Voldeligt overfald
crime_assaultinganofficer         Vold mod tjenestemand
crime_greviousbodilyharm          Personskade med overlæg
crime_murder                      Mord
crime_attemptedmurder             Mordforsøg
crime_manslaughter                Manddrab
crime_pervertingcourseofjustice   Obstruktion af håndhævelse af loven
crime_contemptofcourt             Foragt for retten
crime_drunkdisorderlybehaviour    Forstyrrelse af den offentlige orden
crime_escapingfromlawfulcustody   Flugt fra loven
crime_perjury                     Falsk vidneforklaring
crime_rioting                     Oprør
crime_espionage                   Spionage
crime_violentdisorder             Voldelig adfærd
crime_trafficking                 Ulovlig handel
crime_armedrobbery                Væbnet røveri
crime_robbery                     Røveri
crime_carjacking                  Bilrøveri
crime_blackmail                   Afpresning
crime_handlingstolengoods         Hæleri
crime_videogamepiracy             Piratkopiering af spil
crime_indievideogamepiracy        Piratkopiering af indie-spil
crime_shoplifting                 Butikstyveri
crime_pickpocketing               Lommetyveri
crime_cartheft                    Biltyveri
crime_rape                        Voldtægt
crime_grossindecency              Pædofili
crime_voyeurism                   Voyeurisme

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight                  Dræbt i slåskamp med *X
causeofdeath_fight_weapon           Dræbt af *X med *W
causeofdeath_fight_prisoner         Myrdet af *X
causeofdeath_fight_prisoner_weapon  Myrdet af *X med *W
causeofdeath_fight_actor            Dræbt med *W
causeofdeath_gang                   Dræbt af rivaliserende bandemedlem
causeofdeath_gang_weapon            Dræbt af rivaliserende bandemedlem med *X
causeofdeath_fire                   Omkommet i en brand
causeofdeath_escaping               Dræbt af *X under et flugtforsøg
causeofdeath_escaping_weapon        Dræbt af *X med *W under et flugtforsøg
causeofdeath_mauled                 Sønderrevet til døde af en Vagthund
causeofdeath_snitch                 Dræbt for at være Stikker
causeofdeath_exlaw                  Dræbt for at være tidligere ansat i Kriminalforsorgen
causeofdeath_copkiller              Dræbt af vagter for at være Politimorder
causeofdeath_explosion              Dræbt i en eksplosion
causeofdeath_electrocution          Dræbt ved Elektrisk chok
causeofdeath_starvation             Sultet ihjel
causeofdeath_virus                  Død af en infektion
causeofdeath_overdosed              Død af en overdosis
causeofdeath_bledout                Blødt ihjel
causeofdeath_riot                   Dræbt under et fangeoprør
causeofdeath_executed               Henrettet i den Elektriske stol
causeofdeath_unknown_1				Ukendt Dødsårsag.
causeofdeath_unknown_2 				Åben Information for at bestemme.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc                     Mutatorer ændrer spillets gang, tilføjer nye udfordringer eller spillestilarter, men er ikke nødvendigvis afbalancerede.
mutators_random                         Tilfældig

mutator_name_bigheads                   Stort hoved-indstilling
mutator_name_moreviolentprisoners       Flere voldelige indsatte
mutator_name_noviolentprisoners         Ingen voldelige indsatte
mutator_name_fastwalking                Hurtig gang
mutator_name_biggerfights               Større slagsmål
mutator_name_morevolatileprisoners      Ustabile indsatte
mutator_name_endlesswinter              Endeløs vinter
mutator_name_norevealedreps             Ingen ry afsløret
mutator_name_allrepsrevealed            Alle ry afsløret
mutator_name_indestructabletrees        Naturbeskyttelseszone
mutator_name_alllegendary               Det STORE hus
mutator_name_slowdeliveries             Langsomme leveringer
mutator_name_fastdeliveries             Hurtige leveringer
mutator_name_extremelyneedyprisoners    Opmærksomhedskrævende indsatte
mutator_name_slowtime                   Langsom tid
mutator_name_burnthedead                Brænd de døde
mutator_name_gangwarfare                Bandekrig
mutator_name_massescapes                Få mig ud herfra!
mutator_name_notunnels                  Ingen tunneller
mutator_name_morecontraband             Flere forbudte ting
