
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
objective_lessfooddemand	배식량과 식단 가짓수를 줄이세요.
objective_lessfooddemand_child	재소자들의 배식량과 식단 가짓수를 줄이세요.
objective_removevisitationdemand	모든 면회실을 철거하세요.
objective_removevisitationdemand_child	보안 검토가 끝날 때까지 교도소에 면회실이 없도록 조치하세요.
objective_virus	바이러스 발생
objective_virus_child	총 감염 재소자:
objective_massassassination	증인보호프로그램 대상자\n 재판 날짜
objective_massassassination_child	생존 증인:
objective_lessworkdemand	재소자들이 노동 시간 감소를 요구
objective_lessworkdemand_child	노동 시간을 하루 2시간 미만으로 감소
objective_moresleepdemand	재소자에게 수면 시간을 더 제공
objective_moresleepdemand_child	하루에 7시간 이상으로 수면 시간을 증가
objective_morefreetimedemand	재소자에게 자유 시간을 더 주시오.
objective_morefreetimedemand_child	자유시간을 하루에 최소 6시간으로 증가
objective_agitatingradio	동요 유발 라디오 방송
objective_agitatingradio_child	현재 나오는 라디오 방송이 죄수들을 흥분시키고 있습니다...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	교도소장님
warden_default_desc	그는 세상에서 가장 균형 잡힌 사람으로 일 이외에는 아무것도 관심이 없습니다. 사람들은 그를 그냥 교도소장님이라고 부릅니다.
warden_lobbyist_name	로비스트
warden_lobbyist_desc	로비스트는 고위직에 아는 사람이 많이 있어 재소자들을 통제하기 쉽게 만들 수 있습니다. \n\n - 폭력범, 흉악범, 꼴통, 살인병기, 싸움꾼을 재소자로 받을 확률을 반으로 줄입니다.
warden_lobbyist_desc_short	- 폭력범, 흉악범, 꼴통, 살인병기, 싸움꾼을 재소자로 받을 확률을 반으로 줄입니다.
warden_fear_name	리타
warden_fear_desc	무자비하고 무서운 리타는 공포스럽게 시설을 운영하는 것으로 유명합니다. 채찍을 들고 다닌다는 소문은 과장일 수 있습니다.\n\n - 재소자가 고집불통이나 무데뽀일 가능성을 절반으로 줄입니다.\n 재소자들이 두 배 빠르게 진압됩니다.
warden_fear_desc_short	- 재소자가 고집불통이나 무데뽀일 가능성을 절반으로 줄입니다.\n 재소자들이 두 배 빠르게 진압됩니다.
warden_tunnels_name	J.W. 페리윈클
warden_tunnels_desc	페리윈클 교도소장은 자신이 공병으로 참전했다고 말합니다. 구체적으로 어느 전쟁인지 말한 적은 없지만, 땅굴을 파는 것에 대해서는 모든 것을 알고 있습니다.\n\n - 경비견이 땅굴을 탐지하고 적발할 가능성이 50%입니다.
warden_tunnels_desc_short	- 경비견이 땅굴을 탐지하고 적발할 가능성이 50%입니다.
warden_calming_name	평화주의자
warden_calming_desc	평화주의자는 가장 폭력적인 사람들마저 진정시킬 수 있는 특별한 능력이 있습니다. 그와 같은 방에 있는 것만으로 사람들이 온순해지고 순종적이 됩니다.\n\n - 교도소 내의 전반적인 분위기를  차분하게 가라앉혀 수감자들이 말썽을 일으킬 가능성을 줄입니다.
warden_calming_desc_short	- 교도소 내의 전반적인 분위기를  차분하게 가라앉혀 수감자들이 말썽을 일으킬 가능성을 줄입니다.
warden_contraband_name	사파라 아크노바
warden_contraband_desc	사파라 아크노바는 무결점 평판과 깨끗한 이력의 소유자입니다. 그러나 이면에서는 수상하고 은밀한 뒷거래에 익숙합니다.\n\n - 발견된 밀반입품을 되팔아 약간의 몫을 챙깁니다.\n - 밀반입품을 소지하고 있다가 들킨 재소자에게 직접 '벌금'이 부과됩니다.
warden_contraband_desc_short	- 발견된 밀반입품을 되팔아 약간의 몫을 챙깁니다.\n - 밀반입품을 소지하고 있다가 들킨 재소자에게 직접 '벌금'이 부과됩니다.
buildtoolbar_wardenlobbyist	로비스트
buildtoolbar_tooltip_wardenlobbyist	교도소에 덜 폭력적인 범죄자가 입소합니다.
interfacetopbar_tension_calmingwarden	- 교도소장이 재소자들을 진정시키는데 영향을 미칩니다.
warden_consultingfee	상담 비용

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	뇌물
crime_aggravatedburglary	가중 절도
crime_burglary	절도
crime_arson	방화
crime_criminaldamage	기물 파손
crime_vandalism	공공 기물 파손
crime_possession	불법 소지
crime_possessionintenttosupply	공급 목적의 불법 소지
crime_forgery	위조
crime_fraud	사기
crime_counterfeightingcurrency	통화 위조
crime_falseaccounting	분식 회계
crime_insidertrading	내부자 거래
crime_moneylaundering	돈세탁
crime_aggravatedvehicletheft	가중 차량 절도
crime_joyriding	차량 절도 및 폭주
crime_dangerousdriving	난폭 운전
crime_deathbydangerousdriving	난폭 운전에 의한 사망
crime_drivingunderinfluence	음주 운전
crime_kidnapping	납치
crime_falseimprisonment	불법 감금
crime_torture	고문
crime_assault	폭행
crime_aggravatedassault	가중 폭행
crime_assaultinganofficer	경찰 폭행
crime_greviousbodilyharm	중대한 신체적 상해
crime_murder	살인
crime_attemptedmurder	살인 미수
crime_manslaughter	우발적 살인
crime_pervertingcourseofjustice	공무집행방해
crime_contemptofcourt	법정모독
crime_drunkdisorderlybehaviour	음주 난동
crime_escapingfromlawfulcustody	적법한 구금에서 탈출
crime_perjury	위증
crime_rioting	폭동
crime_espionage	간첩 활동
crime_violentdisorder	폭력 소요
crime_trafficking	밀매
crime_armedrobbery	무장 강도
crime_robbery	강도
crime_carjacking	차량 탈취
crime_blackmail	골갈협박
crime_handlingstolengoods	장물 취급
crime_videogamepiracy	비디오 게임 불법복제
crime_indievideogamepiracy	인디 비디오 게임 불법복제
crime_shoplifting	들치기
crime_pickpocketing	소매치기
crime_cartheft	차량 절도 및 폭주
crime_rape	강간
crime_grossindecency	성추행
crime_voyeurism	관음증

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	*X와(과) 싸움중 사망
causeofdeath_fight_weapon	*X에게 *W(으)로 사망
causeofdeath_fight_prisoner	*X에게 살해됨
causeofdeath_fight_prisoner_weapon	*X에게 *W(으)로 살해됨
causeofdeath_fight_actor	*W(으)로 사망
causeofdeath_gang	라이벌 갱단원에게 사망
causeofdeath_gang_weapon	라이벌 갱단원에게 *W(으)로 사망
causeofdeath_fire	화재로 사망
causeofdeath_escaping	탈출 시도중 *X에게 사망
causeofdeath_escaping_weapon	탈출 시도중 *X에게 *W(으)로 사망
causeofdeath_mauled	경비견에게 부상 입고 사망
causeofdeath_snitch	밀고자여서 사망
causeofdeath_exlaw	전직 경찰이어서 사망
causeofdeath_copkiller	경찰 살해범이어서 교도관에게 사망
causeofdeath_explosion	폭발사고로 사망
causeofdeath_electrocution	감전사
causeofdeath_starvation	굶어서 사망
causeofdeath_virus	감염으로 사망
causeofdeath_overdosed	약물과다 사망
causeofdeath_bledout	출혈과다 사망
causeofdeath_riot	폭동중 사망
causeofdeath_executed	전기의자 사형
causeofdeath_unknown_1	사인 불명.
causeofdeath_unknown_2	확인하려면 지능을 잠금해제하십시오.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	돌연변이는 새로운 도전 과제나 플레이 스타일을 도입함으로써 게임 플레이의 방식을 뒤바꾸지만 균형이 잡혀 있지는 않습니다.
mutators_random	랜덤

mutator_name_bigheads	대두 모드
mutator_name_moreviolentprisoners	더 난폭한 죄수들
mutator_name_noviolentprisoners	난폭한 죄수들 제거
mutator_name_fastwalking	경보
mutator_name_biggerfights	대규모 싸움
mutator_name_morevolatileprisoners	꼴통 죄수
mutator_name_endlesswinter	끝없는 겨울
mutator_name_norevealedreps	모든 평판을 숨김
mutator_name_allrepsrevealed	모든 평판을 밝힘
mutator_name_indestructabletrees	자연보호구역
mutator_name_alllegendary	큰집
mutator_name_slowdeliveries	느린 배달
mutator_name_fastdeliveries	빠른 배달
mutator_name_extremelyneedyprisoners	욕구 충만 죄수
mutator_name_slowtime	느린 시간
mutator_name_burnthedead	사체 화장
mutator_name_gangwarfare	갱단 전쟁
mutator_name_massescapes	나 좀 꺼내줘!
mutator_name_notunnels	터널 제거
mutator_name_morecontraband	밀수품 추가
mutator_name_nocontrabandlimits	밀수품 제한 제거
mutator_name_highdanger	위험 구역
mutator_name_superdrugs                 좋은 %$#!
mutator_name_weirdreputations	추가 평판
mutator_name_nopausing	일시중지 제거
mutator_name_norelease	석방 제거
mutator_name_fastrelease	징역 단축
mutator_name_acidrain	산성비
mutator_name_permanentday	백야
mutator_name_permanentnight	극야
mutator_name_spreadingtrees	와일드 성장
mutator_name_contrabanddetectors	밀수품 스캐너
mutator_name_superguards	슈퍼 교도관
mutator_name_oldschoolintake	구식 인원
mutator_name_noclipstaff	유령 직원

mutator_tooltip_bigheads	죄수들의 머리가 커집니다!
mutator_tooltip_moreviolentprisoners	수감되는 죄수 중 폭력적인 성향을 보이는 죄수들의 수가 상당히 증가하게 됩니다.
mutator_tooltip_noviolentprisoners	폭력적인 성향이 없는 죄수들만 받게 됩니다.
mutator_tooltip_fastwalking	감옥에 있는 인원 모두가 두 배로 빠르게 걸어다닙니다.
mutator_tooltip_biggerfights	싸움이 일어날 경우 죄수들이 가담할 가능성이 높아지고 싸움을 피할 가능성이 낮아집니다.
mutator_tooltip_morevolatileprisoners	죄수 중 대략 절반이 꼴통 평판을 갖게 되며, 단순히 재미로 문제를 야기하게 됩니다.
mutator_tooltip_endlesswinter	두려운 노출 상태의 영향이 계속되어 온 세상에 영원히 얼어붙은 겨울 날씨가 지속됩니다. (날씨가 비활성화된 경우 아무런 영향도 없습니다.)
mutator_tooltip_norevealedreps	버스에서 내리는 죄수의 평판에 대해 아무것도 알 수 없게 됩니다.
mutator_tooltip_allrepsrevealed	버스에서 내리는 죄수들의 모든 평판을 볼 수 있습니다.
mutator_tooltip_indestructabletrees	현지 보존법에 의거하여 이 구역에 있는 나무들을 벌목할 수 없습니다. 건물을 지으려면 나무들을 피해야 합니다!
mutator_tooltip_alllegendary	모든 죄수들이 전설적인 분들이 되십니다. 행운을 빌어드려요!
mutator_tooltip_slowdeliveries	구매하는 모든 물품은 트럭으로 배달해야 합니다.
mutator_tooltip_fastdeliveries	더 이상 트럭을 기다릴 필요 없습니다. 모든 물품은 공간이 확보되기만 한다면 감옥으로 바로 배달됩니다.
mutator_tooltip_extremelyneedyprisoners	죄수들의 욕구가 훨씬 더 빠르게 증가합니다.
mutator_tooltip_slowtime	게임 시계가 더 느리게 움직여 하루가 더 길어집니다.
mutator_tooltip_burnthedead	감옥에서 사망한 인물은 모두 자연 발화하여 재가 됩니다.
mutator_tooltip_gangwarfare	감옥에 갱단원들만 수감됩니다. (갱단이 비활성화된 경우 아무런 영향도 없습니다.)
mutator_tooltip_massescapes	죄수들이 터널을 뚫어 감옥에서 탈출하려고 할 가능성이 훨씬 더 높아지며, 탈출 터널에 대한 일반적인 제한이 제거됩니다.
mutator_tooltip_notunnels	죄수들이 탈출 터널을 뚫을 수 없게 됩니다.
mutator_tooltip_morecontraband	더 많은 양의 밀수품이 감옥 안으로 반입되며 죄수들은 기회가 생길 때마다 밀수품을 훔치려고 시도합니다.
mutator_tooltip_nocontrabandlimits	감옥 안으로 반입될 수 있는 밀수품의 종류에 대한 제한을 제거합니다. 총? 대걸레? 클립보드?! 모두 가능합니다.
mutator_tooltip_highdanger	감옥의 위험 수준이 언제나 최상위로 유지되며, 난폭한 죄수들을 받게 될 가능성이 훨씬 더 높아지고 그 결과로 싸움이 발생할 가능성 또한 증가합니다.
mutator_tooltip_superdrugs	마약을 사용하거나 음주하는 죄수들에 대해 랜덤으로 평판이 추가되어 더더욱 제어하기 어렵게 됩니다.
mutator_tooltip_weirdreputations	죄수들이 가질 수 있는 평판의 종류가 늘어나며 이에 따라 죄수들의 태도나 감옥의 여러 측면에 반응하는 방식이 달라집니다.
mutator_tooltip_nopausing	플레이 도중에 게임 시계를 일시중지할 수 있는 능력을 제거합니다.
