# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	전체 변경 로그
interfacetopbar_tooltip_orderly	현재 교도소에서 활용할 수 있는 잡역부가 몇 명인지 나타냅니다.
object_DoubleStaffDoorBlue	직원용 쌍여닫이문(파란색)
object_DoubleStaffDoorOrange	직원용 쌍여닫이문(주황색)
d11_staffalert_summary_CalamityHeatwave01	여기 덥지 않나요? 죄수들과 식물들에게 물을 충분히 줘야 합니다
d11_staffalert_details_CalamityHeatwave01	폭염 중에 몇 가지 문제가 발생했습니다. 금속이 매우 뜨거워질 수 있으므로 금속 물품과 문을 만질 때 주의해야 합니다. 또한 죄수와 직원들이 느려질 수 있으므로 계속 물을 주어야 합니다.
d11_staffalert_hint_CalamityHeatwave01	거센 바람을 동반한 화재는 재앙일 수 있으므로, 이를 예방하고 대비하십시오.
buildtoolbar_AutomatedEmergencyService	- 자동화 서비스
weather_instrument_title	예상 기준:
dlc_name_polly	완벽한 폭풍
buildtoolbar_stayIndoorsCalamity	참사
buildtoolbar_popup_uts_WeatherMachine	기상 관측기는 우수한 날씨 예보를 제공합니다. 지속시간, 온도, 강수량, 풍속과 시야 상태를 예측합니다. 또한 예보된 걱정스러운 기상 이벤트에 대한 카운트다운을 제공합니다.
buildtoolbar_popup_obj_DoubleStaffDoorBlue	직원 사용 가능 쌍여닫이문
buildtoolbar_popup_obj_DoubleStaffDoorOrange	직원 사용 가능 쌍여닫이문
codex_tooltip_startingSeason	시작 계절을 선택하십시오. 날씨는 계절에 따라 자연스럽게 바뀝니다.
object_AirPestControlHeli	항공 지원 해충 방제

codex_option_default	기본값
dlc_name_kimber	갱단
quickbuild_Gymnasium	체육관
boilingpoint_Needs	욕구
boilingpoint_RoomQuality	방등급
buildtoolbar_popup_help_BoilingPoint_3	^팁
securitymenu_popup_recentMisconduct	최근 불법행위:
securitymenu_PrisonerTypeDefault	기본 설정
securitymenu_PrisonerTypeDangerous	위험인물
rapsheet_assignguard	교도관 배치
buildtoolbar_popup_help_securitymenu_4	^팁
objective_HelpPrograms	프로그램
objective_grant_positiveEnergyGrant_yard	운동장 건설
gang_green	초록색
d11_gang_bonebreakers_goal	파괴
d11_gang_misconduct	불법행위:
d11_heatmap_deaths	사망자 수:
interface_action_CleanGraffiti	치우기
schedulesearch_menu_Frequency	빈도
action_Withdrawal	금단증상
codex_option_plotType	땅 유형
codex_tooltip_plotType	이를 통해 특별한 시작 지역을 생성할 수 있습니다. 기본값은 흙과 잔디로 이루어져 있고 정글은 울창한 밀림과 유사하며, 폭설 지역은 눈으로 덮여있으며, 사막 지역에는 모래사막이 펼쳐집니다. 달 지역의 모습은 달의 표면과 유사하며, 섬 지역에서는 도로 대신 보트 선착장을 사용하고, 연결된 섬 지역은 도로와 연결된 다리와 함께 물로 둘러싸여 있습니다.
survey_letter_1	친애하는 교도소장님,\n\n\n교도소의 새로운 기능과 시스템을 테스트하는 과정에 참여해 주셔서 감사합니다.\n\n저의 역할은 CEO로서 게임 경험을 더욱 개선하기 위해 모든 교도소장님의 의견을 수집하는 것입니다.\n\n잠시 시간을 내어 제가 작성한 설문조사에 응해 주시면 감사하겠습니다.\n\nCEO,\nPrison Architects Corp.
survey_letter_2	친애하는 교도소장님,\n\n\n교도소의 새로운 기능과 시스템을 테스트하는 과정에 지속적으로 참여해 주셔서 다시 한번 감사드립니다. \n\n새로운 기능과 시스템을 테스트하는 데 더 많은 시간을 할애하고 이번 설문 조사에서 최근의 의견을 제공해 주시면 감사하겠습니다.\n\nCEO,\nPrison Architects Corp.
object_Beagle	비글
buildtoolbar_popup_obj_Beagle	사냥개에게 물리는 것보단 간식을 주는 게 낫죠.
object_Doberman	도베르만
buildtoolbar_popup_obj_Doberman	도베르만은 최고의 경찰견입니다.
object_ChocolateLabrador	초콜릿 래브라도
buildtoolbar_popup_obj_ChocolateLabrador	새로운 친구를 사귀는 것을 좋아하지만 친구가 도망가면 더 재미있죠.
object_BlackShepherd	검은색 독일 셰퍼드
buildtoolbar_popup_obj_BlackShepherd	귀엽게 보이지만 방해가 되는 사람은 가리지 않고 쓸어버립니다.
object_TattooRemovalMachine	문신 제거 기계
buildtoolbar_popup_obj_TattooRemovalMachine	이 아이템은 갱단원을 교정하는 데 필수적인 항목입니다. 교정의 첫 번째 단계는 문신을 제거하는 것이죠.
object_MetalStool	금속 의자
buildtoolbar_popup_obj_MetalStool	작고 근사한 금속 의자입니다.
equipment_TattooRemovalTool	문신 제거 도구
room_TheCage	우리
buildtoolbar_popup_room_TheCage	독방에 수감된 재소자 전용 이 실외 기구는 운동용으로 사용되며 다른 재소자들과 격리된 상태를 유지하게 합니다.
quickbuild_TheCage	우리
buildtoolbar_quickbuild_TheCage	한 명의 죄수가 다른 죄수들과 격리된 상태로 운동하기 위해 사용할 수 있는 실외 기구입니다.
material_CageFence	우리 철조망
buildtoolbar_popup_mat_CageFence	연속으로 연결된 철조망은 운동하는 죄수들을 가두는 용도로 설계되었습니다.
room_TattooRemovalRoom	문신 제거실
buildtoolbar_popup_room_TattooRemovalRoom	죄수들이 고통스럽고 지루한 갱 문신 제거 과정을 겪을 수 있는 장소입니다.
quickbuild_TattooRemovalRoom	문신 제거실
buildtoolbar_quickbuild_TattooRemovalRoom	죄수들이 고통스럽고 지루한 갱 문신 제거 과정을 겪을 수 있는 장소입니다.
object_PullUpBars	풀업 바
buildtoolbar_popup_obj_PullUpBars	단련된 수감자들에게 인기 있는 값싼 운동 기구입니다.
object_KneeRaise	니 레이즈
buildtoolbar_popup_obj_KneeRaise	단련된 수감자들에게 인기 있는 값싼 운동 기구입니다.
object_PushUpStones	팔굽혀펴기 돌
buildtoolbar_popup_obj_PushUpStones	단련된 수감자들에게 인기 있는 값싼 운동 기구입니다.
object_GangGraffiti	갱 그래피티
d11_hover_info_gang_graffiti_1	갱단원 지역에서 힘 +15%
d11_hover_info_gang_graffiti_2	갱단원 지역에서 강인함 +15%
object_FightRing	링 싸움
buildtoolbar_popup_obj_FightRing	죄수들이 링에서 싸운다면 부속 건물에서는 싸우지 않을 겁니다.\n -운동 및 오락 욕구에 적합합니다.
quickbuild_FightClubRoom	격투 클럽실
buildtoolbar_quickbuild_FightClubRoom	사실상 이 방은 존재하지 않습니다.
room_FightClubRoom	격투 클럽실
buildtoolbar_popup_room_FightClubRoom	사실상 이 방은 존재하지 않습니다.
object_CageGate	우리 입구
buildtoolbar_popup_obj_CageGate	철조망과 잘 어울리는 입구입니다. 문과 같은 역할을 합니다.
buildtoolbar_popup_obj_RemoteDoor	이 문은 개폐기를 사용하여 접근할 수 있도록 설계되었습니다. 이러한 유형의 문에 대한 출입을 통제하거나 압력패드를 설치할 수 있는 교도관이 충분한지 확인하십시오.
object_RemoteDoorOrange	원격조종 문(주황색)
buildtoolbar_popup_obj_RemoteDoorOrange	이 문은 개폐기를 사용하여 접근할 수 있도록 설계되었습니다. 이러한 유형의 문에 대한 출입을 통제하거나 압력패드를 설치할 수 있는 교도관이 충분한지 확인하십시오.
object_RemoteDoorRed	원격조종 문(빨간색)
buildtoolbar_popup_obj_RemoteDoorRed	이 문은 개폐기를 사용하여 접근할 수 있도록 설계되었습니다. 이러한 유형의 문에 대한 출입을 통제하거나 압력패드를 설치할 수 있는 교도관이 충분한지 확인하십시오.
object_RemoteDoorYellow	원격조종 문(노란색)
buildtoolbar_popup_obj_RemoteDoorYellow	이 문은 개폐기를 사용하여 접근할 수 있도록 설계되었습니다. 이러한 유형의 문에 대한 출입을 통제하거나 압력패드를 설치할 수 있는 교도관이 충분한지 확인하십시오.
object_RemoteDoorWhite	원격조종 문(흰색)
buildtoolbar_popup_obj_RemoteDoorWhite	이 문은 개폐기를 사용하여 접근할 수 있도록 설계되었습니다. 이러한 유형의 문에 대한 출입을 통제하거나 압력패드를 설치할 수 있는 교도관이 충분한지 확인하십시오.
object_GymInstructor	체육관 강사
object_FilingCabinetFancy	파일 수납함(화려함)
buildtoolbar_popup_obj_FilingCabinetFancy	직원들에게 화려한 파일 수납함을 제공하여 보상하십시오.
material_LongGrass	긴 잔디
codex_tooltip_gangsEnhanced	이제 죄수들의 입소 인원을 변경하여 갱단에 합류할 수 있습니다. 교도소에 더 많은 갱단원이 있으면 갱을 더 빨리 모집할 수 있으며 교도소가 더 혼란스럽고 위험해집니다.\n\n  레거시 - 이전과 같은 갱 난이도를 경험(초심자) \n  '낮음'(기본값) - 초심자나 중급 플레이어에게 적합 \n  중간 - 숙련된 플레이어용 \n  높음 -만만찮은 도전을 추구하는 전문가 플레이어용
codex_tooltip_morelieutenants	행동대장은 각자의 갱을 위해 새로운 구역을 정복하는 데 큰 역할을 담당합니다. 갱단을 더 적극적으로 운영하고 싶다면 각 행동대장당 필요한 구성원의 수를 줄여보십시오. 도전과제를 원하는 경우 6명 미만으로만 구성하십시오.
codex_option_morelieutenants	행동대장 추가
codex_tooltip_codex_option_morelieutenants	행동대장은 각자의 갱을 위해 새로운 구역을 정복하는 데 큰 역할을 담당합니다. 갱단을 더 적극적으로 운영하고 싶다면 각 행동대장당 필요한 구성원의 수를 줄여보십시오. 도전과제를 원하는 경우 6명 미만으로만 구성하십시오.
codex_option_GangSpecialReputations	갱 특수 평판
codex_tooltip_GangSpecialReputations	갱단은 교도소 구성원의 행동 방식을 바꾸는 새로운 평판을 받습니다.
codex_option_AllDogs	모든 경비견
codex_tooltip_AllDogs	이 옵션을 선택하면 사용 가능한 모든 경비견이 활성화되고 고용 순서가 무작위로 진행됩니다.
codex_tooltip_RandomWardens	이 옵션을 고르면 교도소장이 무작위로 선택됩니다.
interfacecontraband_BoilingPoint	분노 폭발
buildtoolbar_contraband_BoilingPoint	불행한 죄수들을 위해 개선해야 할 영역을 보여줍니다.
boilingpoint_header	분노 폭발
boilingpoint_OverallTemperature	전체 온도
boilingpoint_ProgramCompletion	프로그램 완료함
boilingpoint_StatusEffects	상태 효과
boilingpoint_OverallTemperature_popup	죄수들의 성격이나 유죄 판결의 수와 같이 죄수들을 행복하고 평온하게 만드는 데 있어 통제할 수 없는 몇 가지 요소가 있습니다. 죄수들의 분노가 증가할 때마다 교도소의 온도가 높아지며 죄수들이 비행을 저지를 확률이 높아집니다.
boilingpoint_Needs_popup	현재 욕구가 충족되지 않은 *X명의 죄수가 있습니다.\n\n이들의 욕구를 충족시키려면 방이나 물품에 접근할 수 있어야 합니다.
boilingpoint_ProgramCompletion_popup	현재 어떤 프로그램도 완료하지 않은 죄수가 *X명 있습니다.\n\n죄수가 더 많은 프로그램을 완료할수록 평온해질 확률이 높아집니다. 죄수들이 참여할 수 있도록 프로그램을 추가하고 일정을 시간표에 맞추십시오. 일부 프로그램은 반복하여 실시할 수 있습니다.
boilingpoint_StatusEffects_popup	현재 부정적인 영향을 받고 있는 죄수들이 *X명 있습니다.\n\n밀수품(특히 술이나 약물)을 더 주의 깊게 관찰할 방법을 강구하십시오.\n\n죄수들이 긍정적인 영향을 받으면 비행을 저지를 확률이 줄어듭니다.
boilingpoint_RoomQuality_popup	현재 방 상태가 좋지 않은 죄수가 *X명 있습니다.\n\n죄수들이 더 행복하고 평온해질 수 있도록 방의 수준을 높이십시오. 일부 죄수들은 높은 수준의 방에 적합하지 않습니다. 형기 조정을 사용하여 필요한 조건을 줄이십시오.
buildtoolbar_popup_help_BoilingPoint_1	분노 폭발 보기는 현재의 교도소 온도를 보여줍니다. 이 메뉴는 감방 등급, 욕구, 상태 영향 및 프로그램 참여 수준과 같이 교도소에서 문제를 일으키는 영역을 강조합니다.\n\n
buildtoolbar_popup_help_BoilingPoint_2	~특정 죄수를 계속 통제할 수 없는 경우 이들을 진정시키기 위해 감금 조치를 취하거나 독방에 가두는 것을 고려하십시오.\n\n
buildtoolbar_popup_help_BoilingPoint_4	- 모든 죄수들이 기본적인 욕구를 충족할 수 있도록 보장하십시오.
buildtoolbar_popup_help_BoilingPoint_5	- 교정, 치료, 노역 프로그램에 투자하고 죄수들이 프로그램에 참여할 수 있도록 일정을 시간표에 맞추십시오.
buildtoolbar_popup_help_BoilingPoint_6	- 보안 수준이 낮은 죄수들은 형기가 짧기 때문에 참을성이 더 많습니다.
boilingpoint_advisor_onboarding	이 죄수는 소란을 일으키고 있으며 분노가 한계치에 도달한 것 같습니다. 죄수들에게 충분한 조치를 취하지 않고 있을 수 있으니 죄수들의 요구를 충족시키고, 그들의 생활 조건을 개선하고, 할 일을 제공하십시오. 자세한 내용은 분노 폭발 정보수집 메뉴를 참조하십시오.
interfacecontraband_SecurityMenu	보안 메뉴
buildtoolbar_contraband_SecurityMenu	위험한 행동을 하거나 위험에 처한 것으로 보이는 모든 재소자의 목록을 보고 추가 관리가 필요한 모든 재소자에게 보안 조치를 적용합니다.
securitymenu_header	보안 메뉴
securitymenu_popup_prisonerSelect	마우스 왼쪽 버튼을 클릭하여 죄수 선택
