# June27th Update
# =============================================================================

# Codex
# =============================================================================

codex_viewchangelog	Pełny Dziennik Zmian
d11_logging_leaveGang	[*T] *X – postanawia opuścić: *Y
d11_logging_newLeader	[*T] *X – to teraz nowy przywódca: *Y
d11_logging_leaderKilled	[*T] *X – przywódca został zabity
d11_logging_programPass	[*T] *X – śmierć *Y
d11_logging_prisonerRelease	[*T] *X – zwolniono z więzienia
d11_logging_prisonerReformed	[*T] *X – pomyślna resocjalizacja
d11_logging_prisonerReoffended	[*T] *X – recydywa i powrót do więzienia
d11_logging_prisonerEscaped	[*T] *X – ucieczka
d11_logging_misconduct	[*T] *X – złe zachowanie: *Y
rapsheet_tab_events	Dziennik więźnia
codex_basegamesettings	Ustawienia podstawowe
codex_dlcsettings	Ustawienia DLC
codex_savepreferences	Zapisz preferencje
codex_loadpreferences	Wczytaj preferencje
codex_new_gender	Płeć
codex_new_uniformpicker	Wybór kombinezonu
codex_new_fakebuttonleft	<
codex_new_fakebuttonright	>
uniform_color_33	Fiolet
Uniform_Picker_Selection	Wybór tej opcji zastąpi bieżący pakiet kombinezonów.
Uniform_Picker_DLCRequired	*X – wymagane do odblokowania tego pakietu kombinezonów
uniformPack_Default	Klasyczne kombinezony
uniformPack_Default_desc	Trwałe kombinezony. Gwarancja na ponad 10 lat noszenia.
equipment_GarbageBag	Worek na odpady
equipment_SafetyGoggles	Okulary ochronne
material_DarkWoodFloor	Posadzka z ciemnego drewna
buildtoolbar_popup_mat_DarkWoodFloor	Podłoga z litego drewna, idealnie nadaje się do biura.
equipment_brick	Cegła
equipment_export	Eksport
mainMenu_upsell	Kup teraz!
equipment_crate	Skrzynia
equipment_logPile	Sterta kłód
equipment_box	Pojemnik
equipment_mailUnsorted	Torba pocztowa
equipment_food	Żywność
equipment_waterBucket	Wiadro na wodę
dlc_name_qol1	Darmowe dożywocie
action_BabySleep	[Niemowlę] Sen
action_BabyPlay	[Niemowlę] Zabawa
quickbuild_Security	Bezpieczeństwo
quickbuild_Parole	Zwolnienia warunk.
quickbuild_Kennel	Psiarnia
graph_allTime	Cały czas
victory_UndeadEscapes_units	UCIECZKI
d11_logging_gangFight	[*T] *X z gangu *Y to agresor w bójce gangu
warden_wardenzombieskeller_name	Jerome Keller
warden_wardenzombieskeller_desc	Dobry człowiek, który świeci przykładem dla innych. Były kaznodzieja cieszący się uznaniem żywych… i martwych. \n- -15% do szybkości poruszania się nieumarłych \n- +10% do obrażeń zadawanych nieumarłym \n- zwiększa wartość dziennych zapłat za zabezpieczonych nieumarłych
warden_wardenzombieskeller_desc_short	- -15% do szybkości poruszania się nieumarłych \n- +10% do obrażeń zadawanych nieumarłym \n– zwiększa wartość dziennych zapłat za zabezpieczonych nieumarłych
object_zombie	Nieumarły
interface_zombieTier	Poziom nieumarłych:
status_effect_StatusRunningInFear	Ucieka w popłochu
status_effect_infected	Zakażony
material_TaintedFloor	Skażenie
buildtoolbar_popup_mat_TaintedFloor	Nic tu nie rośnie.
material_FenceWall	Ściana ogrodzenia
buildtoolbar_popup_mat_FenceWall	Te ściany wywołują lęk.
material_YellowStraightLineTiles	Płytki betonowe (proste)
material_YellowCornerLineTiles	Płytki betonowe (narożnik)
buildtoolbar_popup_mat_Rotatable	Można obrócić
finances_category_zombiepayments	Zapłata za nieumarłych
dlc_name_graveyardShift	Nieumarły
codex_new_theUndead	Nieumarli!
codex_tooltip_theUndead	Epidemia? To nie jest zwykły wirus, miejmy nadzieję, że dasz radę go zdusić w zarodku.\n\nWyłączony – daj martwym spokój.\n\nNiski – łatwy, że każdy da sobie radę.\n\nŚredni – trochę większe wyzwanie.\n\nWysoki – koszmarny tryb z podwyższonymi statystykami i współczynnikiem pojawiania się, a także zdolnością nieumarłych do leczenia się podczas atakowania bezbronnych jednostek.
event_infect_entities	Niektórzy z naszych ludzi ostatnio dziwnie się zachowują, są powolni, gapią się w przestrzeń i jest na nich coś czerwonego.
equipment_Crowbar	Łom
equipment_BarbedWireBat	Pałka z drutem kolczastym
equipment_ModifiedHandgun	Zmodyfikowany pistolet
equipment_ModifiedAssaultRifle	Zmodyfikowany karabin szturmowy
equipment_ChainsawWeapon	Piła łańcuchowa
interfacecallout_BountyHunters	Łowcy nagród
object_BountyHunter	Łowca nagród
object_BountyHunterTrike	Trójkołowiec łowców nagród
d11_staffalert_title_BountyHunter	Nieumarli opanowują więzienie, natychmiast potrzebujemy pomocy.
object_ZombieChum	Przynęta na nieumarłych
buildtoolbar_popup_obj_ZombieChum	Umieść kawałek przynęty, aby odwrócić uwagę nieumarłych od więźniów. Zdecydowanie nie składa się to z mózgu… ale uleczy każdego zranionego nieumarłego.
object_ornamentalgravestone	Ozdobny nagrobek
buildtoolbar_popup_obj_ornamentalgravestone	Upamiętnia zmarłych.
room_graveyard	Cmentarz
quickbuild_graveyard	Cmentarz
buildtoolbar_popup_room_graveyard	Miejsce spoczynku dla naszych niektórych mieszkańców. To, czy naprawdę chcieli odpocząć, to już inna sprawa.
room_empty	Puste pomieszczenie
buildtoolbar_popup_room_empty	Nie potrzebujesz już ścian i drzwi, aby oddzielić obszary. Użyj tego pustego pomieszczenia, żeby stworzyć nowe obszary do rozmieszczania i przydzielania sektorów bezpieczeństwa.
d11_graveyard_advisor_onboarding	Na cmentarzu… coś się rusza… Umarli nie mają już miejsca, więc wychodzą na powierzchnię.
object_DistractionContraption	Odwracacz Uwagi 3000
buildtoolbar_popup_obj_DistractionContraption	Urządzenie dźwiękowe służące do odwracania uwagi wszystkich zakażonych w zasięgu przez krótki czas, może zostać użyte tylko raz na 24 godziny. Zaleca się włączać ten przedmiot blisko północy, ale nie jest to jedyna opcja.
d11_cooldown_name_DistractionContraption	Czas odnowienia:
d11_cooldown_hours_DistractionContraption	*X godz.
object_Gate	Brama
buildtoolbar_popup_obj_Gate	Mroczna brama.
object_DoubleGate	Podwójna brama
buildtoolbar_popup_obj_DoubleGate	Podwójna mroczna brama.
object_SiberianHusky	Duch
buildtoolbar_popup_obj_SiberianHusky	Wygląda, jakby nie był z tego świata. Ma skłonności do lizania twarzy i siebie, nie zawsze w tej kolejności.
object_Corgi	Monarcha
buildtoolbar_popup_obj_Corgi	Śliczny i uroczy. Niskie podwozie dla lepszej aerodynamiki. Zaskakująco zręczny.
interface_action_LockPosition	Zablokuj pozycję
interface_action_UnlockPosition	Odblokuj pozycję
casueofdeath_drowned	Utopił się
causeofdeath_staffKill	Zabity przez personel.
graph_label_timeFrame	Okres
graph_lastFive	Ostatnie 5 dni
graph_lastTen	Ostatnie 10 dni
graph_lastTwenty	Ostatnie 20 dni
d11_logging_zombified	[*T] *X przemienia się w nieumarłego.
d11_logging_infection	[*T] Rozprzestrzenia się infekcja nieumarłych.
d11_logging_graveZombie	[*T] Nieumarły powstał z grobu.
codex_new_zombieOverlay	Nakładka nieumarłych
codex_new_overlay_only	Tylko nakładka
codex_new_overlay_all	W pełni włączone
codex_tooltip_zombieOverlay	Powoduje pojawienie się nakładki, aby klimat gry był bardziej sugestywny, oraz wizualnego zniekształcenia w celu podkreślenia ważnych wydarzeń podczas gry.
damage_eaten	Zjedzono *X%
uniformPack_GraveyardShift	Uniformy nieumarłych
uniformPack_GraveyardShift_desc	Zmienia uniformy personelu z gry podstawowej na sfatygowane wdzianka.
d11_zombie_advisor_onboarding	Dzieje się tu coś dziwnego… Czy ta osoba wygląda ci na zdrową?
d11_prioritise_monitoring	Priorytet monitorowania
d11_prioritise_monitoring_tooltip	Ta opcja spowoduje, że używanie wyposażenia bezpieczeństwa, jak na przykład systemu monitoringu, będzie dla strażników priorytetem nad innymi zadaniami.
objective_undeadCount	Nieumarli
objective_undeadCount_infections	Zakażeni:
objective_undeadCount_undead	Nieumarli:
objective_undeadCount_low	Niski poziom:
objective_undeadCount_mid	Średni poziom:
objective_undeadCount_high	Wysoki poziom:
objective_undeadCount_description	Choć to nieumarłe robactwo może sprawiać trochę problemów, pamiętaj, że otrzymasz zapłatę za każdego zamkniętego nieumarłego – w zależności od jego poziomu i oczywiście jeśli został poprawnie zabezpieczony.
reports_privilegesPolicy_tooltip_Main	Użyj tego ustawienia, aby ograniczyć aktywności lub udogodnienia, do których zapewnia dostęp każdy poziom bezpieczeństwa. Jeśli opcja została zaznaczona krzyżykiem, oznacza to, że dostęp jest przyznany, jeżeli nie, dostęp został ograniczony.
victory_adviserwarning_UndeadEscapes1	Właśnie nawiało kilku tych „uciekinierów”… Musisz powstrzymać… te kreatury… przed opuszczaniem terenów więzienia. Lepiej nie myśleć, co się wydarzy, jeżeli ucieknie ich więcej.
victory_advisernotice_UndeadEscapes1	Jest ich… zbyt wiele… Są wszędzie! Szansa, żeby to powstrzymać przepadła i teraz musisz radzić sobie z konsekwencjami swoich decyzji.
victory_UndeadEscapes	Nieumarły uciekł
victory_warning_UndeadEscapes	Bekniesz za to
object_RobotDogDoo	Psia dwójeczka
interface_action_Rotate	Obracanie
prisonerTracking_AllPrisoners	Wszyscy więźniowie
prisonerTracking_Misconduct	Złe zachowanie:
buildtoolbar_popup_help_PrisonerTracking_4	^Wskazówki
graph_axis_EscapedUndead	Nieumarły uciekł
buildtoolbar_popup_room_staffroom	Personel który jest zmęczony pracą może się tu zrelaksować i odpocząć. Aby proces odżywiania się personelu był poprawny, pokój socjalny powinien mieć ustawienie „Tylko dla personelu” (sektor rozmieszczania) i być połączony z kuchnią w celu odbioru tacek i ich mycia.
d11_nearFuture_advisor_onboarding	Rozważ wręczenie pasków śledzących problematycznym więźniom. Będziemy ich śledzić z centrum bezpieczeństwa.
object_TrackingMonitor	Monitor śledzący
buildtoolbar_popup_uts_TrackingMonitor	Wymagane przez menu śledzenia.\n\n Obsługiwany przez strażnika w centrum bezpieczeństwa w celu monitorowania więźniów noszących paski śledzące. Połącz z routerami, aby poszerzyć zakres widoczności.
object_HealthMonitor	Monitor zdrowia
buildtoolbar_popup_uts_HealthMonitor	Wymagane przez menu śledzenia.\n\n Śledzi zdrowie i stan więźniów, jeśli są wyposażeni w pasek śledzący. Zainstaluj w ambulatorium.
object_Router	Router
buildtoolbar_popup_uts_Router	Wymagane przez menu śledzenia.\n\n Po podłączeniu do monitora to urządzenie śledzi więźniów z odpowiednim sprzętem przebywających w jego zasięgu. Zasięg można sprawdzić indywidualnie lub, dla pełnego pokrycia, w menu śledzenia.
object_VideoCallBooth	Budka do wideorozmów
buildtoolbar_popup_uts_VideoCallBooth	Pozwala więźniom zobaczyć się z bliskimi, nawet gdy nie mogą oni przyjść na wizytę.
object_advancedsearchlight	Zaawansowany szperacz
buildtoolbar_popup_uts_advancedsearchlight	Supernowoczesne urządzenie do monitoringu wykorzystujące technologię rozpoznawania twarzy; stworzone do wykrywania uciekających więźniów i zapobiegania ucieczkom. \n\nObiekt musi zostać podłączony do monitora
object_MedicalBox	Skrzynka medyczna
buildtoolbar_popup_obj_MedicalBox	Wymagane przez menu śledzenia.\n\n Zawiera 5 pasków śledzących.
object_TrackingBelt	Paski śledzące
interfacecontraband_tracking	Śledzenie
job_GiveTrackingBelt	Daj więźniowi pasek śledzący
uniformPack_future	Futurystyczne uniformy
uniformPack_future_desc	Zmienia uniformy personelu i więźniów na bardziej futurystyczne.
policy_staffbreakguards	Strażnicy: *P%
policy_staffbreakworkmen	Robotnik: *P%
policy_staffbreakcook	Kucharz: *P%
policy_staffbreakother	Pozostały personel: *P%
policy_staffbreaks	Przerwy personelu
object_Subwoofer	Subwoofer
buildtoolbar_popup_obj_Subwoofer	To dzieło człowieka jest szybsze od zwykłych psów i ma od nich lepszy wzrok. Szkoda, że nie jest równie wytrzymały.
object_Byte	Byte
buildtoolbar_popup_obj_Byte	Ostatni krzyk mody w dziedzinie detekcji. Jest słabszy od innych psów, lecz rekompensuje to wyostrzonymi zmysłami.
material_GlassWall	Szklana ściana
buildtoolbar_popup_mat_GlassWall	Gdy nie możesz zostawić więzienia bez nadzoru, ten rodzaj ściany sprawdzi się najlepiej.
quickbuild_GlassCell	Szklana cela
buildtoolbar_popup_room_GlassCell	Niezbyt prywatne lokum dla więźniów.
material_ElectrifiedFence	Ogrodzenie elektryczne
buildtoolbar_popup_mat_ElectrifiedFence	Obiekt odstraszający pod wysokim napięciem. \nWymaga przewodów pod każdym polem.
equipment_keycard	Karta
object_KeycardDoor	Drzwi na kartę
buildtoolbar_popup_obj_KeycardDoor	Przez te drzwi mogą przejść strażnicy z kartami i więźniowie noszący paski śledzące. Dostęp więźniów może zostać cofnięty niezależnie dla każdych drzwi.
object_KeycardDoorLarge	Duże drzwi na kartę
buildtoolbar_popup_obj_KeycardDoorLarge	Przez te drzwi mogą przejść strażnicy z kartami i więźniowie noszący paski śledzące. Dostęp więźniów może zostać cofnięty niezależnie dla każdych drzwi.
entity_carryingkeycard	Ma przy sobie kartę
material_HexagonalTiles	Sześciokątne płytki
buildtoolbar_popup_mat_HexagonalTiles	Kwadraty to przeszłość, przygotuj się na sześciokątną przyszłość.
material_TriangularTiles	Trójkątne płytki
buildtoolbar_popup_mat_TriangularTiles	Kwadraty to przeszłość, przygotuj się na trójkątną przyszłość.
schedule_zone_visitoronly	Tylko dla gości
interfacedeployment_visitoronlyzone	Tylko dla gości
buildtoolbar_deployment_visitoronlyzone	Obszar stanowiący priorytet dla gości i cywili, do którego wstęp mają tylko oni i personel.
action_videocall	Telefon do domu
warden_WardenAlexisLin_name	Alexis Lin
warden_WardenAlexisLin_desc	Wierzy, że technologia to przyszłość. Współpracownicy ją szanują, więźniowie się jej boją. \n\n- Spadek współczynnika tłumienia wolniejszy o 60%. \n- Prowokatorzy nie zwiększają szansy na to, że pobliscy więźniowie zaczną sprawiać kłopoty. \n- Zmniejsza częstotliwość niewłaściwych zachowań u niezwykle wybuchowych więźniów o 50%.
warden_WardenAlexisLin_desc_short	- Spadek współczynnika tłumienia wolniejszy o 60%.\n- Prowokatorzy nie zwiększają szansy na to, że pobliscy więźniowie zaczną sprawiać kłopoty.\n- Zmniejsza częstotliwość niewłaściwych zachowań u niezwykle wybuchowych więźniów o 50%.
prisonerTracking_Title	Menu śledzenia
interfacecontraband_PrisonerTracking	Menu śledzenia
buildtoolbar_contraband_PrisonerTracking	Umożliwia monitorowanie więźniów w celu zagwarantowania ich zdrowia i dobrego zachowania. Więcej informacji w dziale pomocy
prisonerTracking_TrackedPrisoners	Śledzeni więźniowie
prisonerTracking_FlightRisk	Ryzyko ucieczki
prisonerTracking_SubstanceAbuse	Nadużywanie substancji
prisonerTracking_Virus	Wirus/Choroba
trackingmenu_ViewRange	Przełącz zasięg
interface_action_refuseBeltAccess	Cofnij dostęp poprzez pasek
prisonerTracking_PrisonersLists	Wszyscy więźniowie\nZmiana grupy więźniów dodatkowo ograniczy listę więźniów.\n\nRyzyko ucieczki\nCi więźniowie rozważają lub już planują ucieczkę.\n\nZłe zachowanie\nWięźniowie, którzy w ciągu ostatnich 48 godzin wykazali złe zachowanie.\n\nNadużywanie substancji\nWięźniowie, którzy uzależnili się od narkotyków i są zagrożeni przedawkowaniem.\n\nWirus/Choroba\nWięźniowie, którzy uzyskali negatywny stan zdrowia, który może zagrażać im i, potencjalnie, innym.
d11_trackingMenu_locked	Do użycia tego menu potrzebne są: \n - Lekarz \n - Monitor zdrowia \n - Skrzynka medyczna \n - Monitor śledzący i router
buildtoolbar_popup_help_PrisonerTracking_1	Menu informacji i śledzenia wyświetla wszystkich więźniów w zakładzie. Jego użycie wymaga lekarza, ambulatorium z monitorem zdrowia i skrzynką medyczną oraz centrum bezpieczeństwa z monitorem śledzącym i routerem.\n
