
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra
adviser_deathrow_testchair_6	Zbudować trzy dodatkowe kondensatory, aby osiągnąć moc niezbędną do obsługi krzesła elektrycznego.
adviser_deathrow_testchair_7	Gdy wykonasz te czynności, ponownie przetestuj krzesło elektryczne, klikając na nie i wybierając opcję Włącz w menu.

objective_deathrow_poweron	Włącz stację elektryczną. (Kliknij stację elektryczną, a następnie opcję Włącz w menu)
objective_deathrow_expandpower	Dodaj trzy kondensatory do stacji elektrycznej
objective_deathrow_chairworking	Przetestuj krzesło ponownie (kliknij na nie i wybierz opcję Włącz)

adviser_deathrow_execution_1	Świetnie.  To chyba już wszystko.
adviser_deathrow_execution_2	Tutaj kończy się nasza odpowiedzialność.  Wykonaliśmy robotę profesjonalnie, a to ważne w naszej branży.
adviser_deathrow_execution_3	Staraj się nie myśleć o dalszym przebiegu.

adviser_deathrow_setupexecution1	Już czas, Edwardzie.
adviser_deathrow_setupexecution2	Postąpiłeś słusznie, nawet jeśli ten świat nie jest gotów ci przebaczyć.
adviser_deathrow_setupexecution3	Wkrótce będziesz z Bogiem – to On ciebie osądzi.

adviser_deathrow_setupexecution4	Edward Romsey.  Zostałeś uznany za winnego dwóch zabójstw pierwszego stopnia.
adviser_deathrow_setupexecution5	Karą za to jest śmierć.
adviser_deathrow_setupexecution6	Czy masz coś do powiedzenia?
adviser_deathrow_setupexecution7	Susan...
adviser_deathrow_setupexecution8	Przykro mi.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Sprzedaż poprzedniego więzienia
finance_cost_equiptazer	Wyposażenie: Paralizator
finance_cost_equipbodyarmour	Wyposażenie: Kamizelka kuloodporna
finance_cost_exports	Eksport
finance_cost_foundations	Budowa fundamentów
finance_cost_cashflow	Przepływy pieniężne
finance_cost_bankloan	Kredyt
finance_cost_bankloan_repayment	Spłata kredytu
finance_cost_sharesale	Sprzedaż udziałów
finance_cost_sharepurchase	Zakup udziałów
finance_cost_grantadvance	Zaliczka na poczet dotacji
finance_cost_grantcompletion	Nagroda za spełnienie wymogów dotacji
finance_cost_reformprogram	Sesja programu resocjalizacyjnego
finance_cost_repair	Napraw
finance_cost_sellobject	Sprzedaj przedmiot
finance_cost_landpurchase	Kupno ziemi
finance_cost_prisonerintake	Transport więźniów
finance_cost_grantcancellation	Koszt anulowania
finance_cost_grantrefund	- Spłata: *X
finance_cost_grantfine	- Grzywna: *X
finance_cost_executionfine	Grzywna za bezprawną egzekucję
finance_cost_executioncompensation	Wynagrodzenie za egzekucję
finance_cost_shopintake	Sklep
finance_cost_prisonerwages	Wynagrodzenie dla więźniów
finance_cost_fine	Grzywna
finance_cost_shopcommission	Prowizja od sprzedaży w sklepie


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	RANO
clock_pm	WIECZOREM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Przepięcie spowodowało przeciążenie generatora i wybuch pożaru!
event_powerstationfire_x	Przepięcie spowodowało katastroficzne przeciążenie generatora, który eksplodował!
event_powerstationfirelarge	Przepięcie spowodowało przeciążenie generatora i wybuch pożaru!
event_powerstationfirelarge_x	Przepięcie spowodowało katastroficzne przeciążenie generatora, który eksplodował!
event_kitchenfire	W kuchni wybuchł pożar!
event_waterpipeburst	Rura wodociągowa pękła i zalewa ten obszar. Napraw usterkę, zanim uszkodzenia będą zbyt rozległe.
event_bulkintake	Wypadek w pobliskim więzieniu uczynił cały blok placówki nieużytecznym. Nie mamy wyboru – musimy przenieść więźniów do twojego więzienia. W pobliżu nie ma żadnej innej wolnej placówki. Wkrótce tu będą.
event_workshopaccident	Jeden z więźniów odniósł poważne obrażenia podczas pracy w warsztacie i nie może się ruszać! Natychmiast wyślij do niego lekarza!
event_subsidence	Osunięcie ziemi zniszczyło fragment zewnętrznego ogrodzenia. Należy je niezwłocznie naprawić!
event_earthquake	Miejscowe trzęsienie ziemi uszkodziło część więzienia!
event_virus	Otrzymujemy donosy o zachorowaniach wśród więźniów. Powinniśmy zidentyfikować chore osoby i poddać je kwarantannie, aby zapobiec epidemii.
event_virus_x	Otrzymujemy donosy o zachorowaniach wśród więźniów, które cechują się poważnymi objawami. Warto poddać chorych kwarantannie i wyleczyć ich, zanim wybuchnie epidemia.
event_treefire	Na naszym Terenie zalesionym wybuchł pożar!
event_foodpoisoning	Zgłoszono przypadki zatruć pokarmowych wśród więźniów. Niektóre z artykułów spożywczych w kuchni musiały się zepsuć. Tak się nieszczęśliwie składa dla chorych, że nie można nic z tym zrobić – muszą to przeczekać.
event_cilistleak	Nie wiemy jak do tego doszło, ale ujawniona została tożsamość naszych informatorów. Jeśli nie przeniesiemy ich od razu w bezpieczne miejsce, znajdą się w prawdziwym niebezpieczeństwie.
event_keysersoze	Podczas niedawnej głośnej sprawy dotyczącej pewnego gangu wyszło na jaw, że jeden z naszych więźniów przebywający w Strefie o minimalnym rygorze jest wysoko postawionym przywódcą gangu. Wcześniej pozostawał nieznany, ale teraz każdy wie, kim jest.
event_preacherconversion	Jeden z naszych bardziej charyzmatycznych osadzonych stał się jakby kaznodzieją religijnym i inni więźniowie zaczynają przyjmować jego przekonania. Niekoniecznie stanowi to problem, ale niedługo więźniowie mogą mieć większe potrzeby duchowe.

event_massassassination_1	Wyciekły informacje na temat świadków koronnych, a część z nich przebywa w naszej placówce.
event_massassassination_2	Zlecono ich zabójstwo – musimy zapewnić im ochronę. Zidentyfikuj zagrożonych więźniów i utrzymaj ich przy życiu do rozprawy sądowej.
event_massassassination_3_x	Dowiadujemy się o tym późno, więc nie mamy dużo czasu.

event_tvremovaldemand_1	Media wszczęły kampanię przeciwko udogodnieniom dla więźniów. Z tego powodu skierowano pod moim adresem dużo krytyki.
event_tvremovaldemand_2	Uchwaliłem rozporządzenie zakazujące telewizorów w świetlicach więziennych. Usuń wszystkie telewizory ze świetlic albo otrzymasz grzywnę. Masz 6 godzin.
event_tvremovaldemand_fine	Twoje więzienie nie usunęło telewizorów ze świetlic zgodnie z nowymi przepisami. Otrzymujesz grzywnę, która będzie nakładana aż do spełnienia wymogu.
event_tvremovaldemand_complete	Media zainteresowały się nowym tematem, więc rozporządzenie zakazujące telewizorów w świetlicach zostało uchylone. Możesz ponownie wstawić do nich telewizory.

event_weightsremovaldemand_1	Media wszczęły kampanię przeciwko udogodnieniom dla więźniów. Mam z tego powodu prawdziwe urwanie głowy.
event_weightsremovaldemand_2	Uchwaliłem rozporządzenie zakazujące sprzętu do ćwiczeń na dziedzińcach więziennych. Usuń wszystkie ławki do podnoszenia ciężarów z dziedzińców albo otrzymasz grzywnę. Masz 6 godzin.
event_weightsremovaldemand_fine	Twoje więzienie nie usunęło ławek do podnoszenia ciężarów z dziedzińców zgodnie z nowymi przepisami. Otrzymujesz grzywnę, która będzie nakładana aż do spełnienia wymogu.
event_weightsremovaldemand_complete	Media zainteresowały się nowym tematem, więc rozporządzenie zakazujące ławek do podnoszenia ciężarów na dziedzińcach zostało uchylone. Możesz ponownie wstawić do nich telewizory.

event_lessfooddemand_1	Zarząd chce wypróbować szereg środków oszczędnościowych w naszych placówkach z twoim wiezieniem włącznie.
event_lessfooddemand_2	Musimy obniżyć ilość i różnorodność posiłków do niskiego poziomu, aby zobaczyć, jak taka obniżka wpłynie na całkowity budżet.
event_lessfooddemand_fine	Ponieważ twoje więzienie nie wdrożyło narzuconej polityki żywieniowej, potencjalne oszczędności potrącimy bezpośrednio z funduszy placówki. Będziemy robić tak aż do spełnienia wymogu.
event_lessfooddemand_complete	Eksperyment żywieniowy dobiegł końca, a wyniki są są niejednoznaczne. Możesz zmienić politykę żywieniową wedle uznania.

event_removevisitationdemand_1	Incydent, do którego doszło w innej placówce, ujawnił potencjalne niedociągnięcia w zakresie kontroli osób odwiedzających więźniów.
event_removevisitationdemand_2	Do momentu zbadania tej kwestii wszelkie odwiedziny zostają zawieszone. Masz 12 godzin na usunięcie wszystkich pokoi odwiedzin z więzienia.
event_removevisitationdemand_fine	Mimo problemów z bezpieczeństwem twoje więzienie nie usunęło wszystkich pokoi odwiedzin. Otrzymujesz grzywnę, która będzie nakładana aż do spełnienia wymogu.
event_removevisitationdemand_complete	Zbadaliśmy procedurę bezpieczeństwa dotyczącą odwiedzin. Możesz ponownie umieścić w więzieniu pokoje odwiedzin.

event_lessworkdemand_1	Doniesiono mi, że więźniowie są niezadowoleni z liczby godzin, jaką muszą dziennie pracować, i planują wszcząć bunt, jeśli nie zostanie ona obniżona.
event_lessworkdemand_2	Strażnik słyszał, jak jeden z więźniów mówi, że jeśli będą musieli pracować dłużej niż 2 godziny dziennie, „rozwalą tę melinę”.
event_lessworkdemand_ignore	Wygląda na to, że więźniowie dali za wygraną i uspokoili się. Nie są zadowoleni, ale czasami trzeba pokazać, kto tu rządzi.
event_lessworkdemand_complete	Więźniowie nie awanturują się już o czas pracy. Wygląda na to, że ostatnie kilka dni potraktowali jako wakacje. Możemy przywrócić ich do pracy bez żadnych kłopotów.

event_moresleepdemand_1	Otrzymaliśmy skargi, że więźniowie za mało śpią i nie są z tego faktu zadowoleni.
event_moresleepdemand_2	Powiedzieli, że jeśli nie pozwolimy im na przynajmniej 7 godzin snu, zaczną sprawiać kłopoty.
event_moresleepdemand_ignore	Więźniowie nie protestują już z powodu braku snu. Widocznie się zmęczyli.
event_moresleepdemand_complete	Awantura o harmonogram snu więźniów dobiegła końca. Możesz zmienić go bez żadnych problemów.

event_morefreetimedemand_1	Więźniowie są niezadowoleni z ilości wolnego czasu, którym dysponują codziennie.
event_morefreetimedemand_2	Strażnicy zasłyszeli więźniów szepczących, że jeśli nic się wkrótce nie zmieni, zaczną niszczyć mienie.
event_morefreetimedemand_ignore	Więźniowie uspokoili się i nie sprawiają już kłopotów z powodu braku wolnego czasu. Może zdali sobie sprawę, że po zamknięciu w izolatce będą mieli go jeszcze mniej.
event_morefreetimedemand_complete	Już wystarczająco długo spełnialiśmy żądanie więźniów o zwiększenie wolnego czasu. Możesz znów zmienić ich harmonogram.

event_contrabandsurge_complete	Właśnie odkryliśmy, że jeden z nauczycieli uczących więźniów przemycał na teren więzienia duże ilości kontrabandy. Został zwolniony, ale szkoda została wyrządzona.
event_corruptingspiritualist_complete	Jeden z przywódców duchowych biorących udział w naszych programach religijnych wzbudzał w więźniach rozdrażnienie za pomocą różnych, pełnych nienawiści mów. Został zwolniony, ale więźniowie potrzebują nieco czasu, aby ochłonąć.

event_agitatingradio_1	Według niektórych Strażników nowy prezenter stacji radiowej, której słuchają nasi więźniowie, mówi wiele rzeczy wywołujących w nich złość.
event_agitatingradio_2	Może warto byłoby tymczasowo zabrać radia, aby więźniowie nie zaczęli brać tego, co słyszą, poważnie.
event_agitatingradio_complete	Z tego, co wiadomo, prezenter został zwolniony, gdyż stacja otrzymała dużo skarg. W więzieniu nie powinno być już żadnych problemów związanych z radiem.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Nadchodzący więźniowie
objective_tvremovaldemand	Usuń telewizory ze świetlic
objective_tvremovaldemand_child	Zadbaj o to, aby w świetlicach nie było żadnych telewizorów
objective_weightsremovaldemand	Usuń ławki do podnoszenia ciężarów z dziedzińców
objective_weightsremovaldemand_child	Zadbaj o to, aby na dziedzińcach nie było żadnych ławek do podnoszenia ciężarów
objective_lessfooddemand	Obniż ilość i różnorodność posiłków do niskiego poziomu
objective_lessfooddemand_child	Obniż ilość i różnorodność posiłków do niskiego poziomu
objective_removevisitationdemand	Usuń wszystkie pokoje odwiedzin
objective_removevisitationdemand_child	Zadbaj o to, aby do czasu ukończenia oceny bezpieczeństwa w więzieniu nie było żadnych pokoi odwiedzin
objective_virus	Epidemia wirusa
objective_virus_child	Liczba zarażonych więźniów:
objective_massassassination	Świadek koronny\nTermin sprawy sądowej
objective_massassassination_child	Liczba żyjących świadków:
objective_lessworkdemand	Więźniowie domagają się mniej pracy
objective_lessworkdemand_child	Obniż czas pracy do 2 godzin lub mniej dziennie
objective_moresleepdemand	Zapewnij więźniom więcej snu
objective_moresleepdemand_child	Zwiększ czas snu do przynajmniej 7 godzin dziennie
objective_morefreetimedemand	Daj więźniom więcej wolnego czasu
objective_morefreetimedemand_child	Zwiększ wolny czas do przynajmniej 6 godzin dziennie
objective_agitatingradio	Agitujące programy radiowe
objective_agitatingradio_child	Obecne programy radiowe powodują rozdrażnienie u naszych więźniów.

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	Naczelnik
warden_default_desc	To najbardziej poukładany człowiek na świecie. Całe jego życie obraca się wokół pracy. Ludzie mówią na niego po prostu Naczelnik.
warden_lobbyist_name	Działacz
warden_lobbyist_desc	Działacz ma wpływowych znajomych i dba o to, aby otrzymywać łatwych do kontrolowania więźniów.\n\n - Obniża o połowę szansę otrzymania więźniów, którzy są agresywni,  niebezpieczni, gwałtowni, śmiertelnie groźni lub zaprawieni w boju.
warden_lobbyist_desc_short	- Obniża o połowę szansę otrzymania więźniów, którzy są agresywni, niebezpieczni, gwałtowni, śmiertelnie groźni lub zaprawieni w boju.
warden_fear_name	Rita
warden_fear_desc	Rita to bezwzględny naczelnik, który wzbudza strach u wszystkich więźniów i słynie z rządzenia żelazną ręką. Plotki, jakoby nosiła ze sobą bat, mogą być przesadzone.\n\n - Obniża o połowę szansę występowania więźniów o cechach Stoik lub Nieustraszony.\n - Więźniowie dają się podporządkować dwa razy szybciej
warden_fear_desc_short	- Obniża o połowę szansę występowania więźniów o cechach Stoik lub Nieustraszony.\n - Więźniowie dają się podporządkować dwa razy szybciej
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	Warden Periwinkle twierdzi, że był saperem podczas wojny. Nigdy nie mówi, w jakiej wojnie konkretnie, ale nie da się ukryć, że wie wszystko na temat kopania tuneli.\n\n - Psy stróżujące mają 50% szansy na pełne odsłonięcie wykrytych tuneli
warden_tunnels_desc_short	- Psy stróżujące mają 50% szansy na pełne odsłonięcie wykrytych tuneli
warden_calming_name	Poskramiacz
warden_calming_desc	Poskramiacz ma niezwykły talent: potrafi uspokoić nawet najbardziej agresywnych osobników. Sama jego obecność w pomieszczeniu wystarczy, aby podporządkować więźniów.\n\n - Uspokaja atmosferę w więzieniu i obniża prawdopodobieństwo, że więźniowie będą sprawiać kłopoty
