# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	変更履歴
codex_basegamesettings	ベース設定
codex_dlcsettings	DLC設定
codex_savepreferences	設定を保存
codex_loadpreferences	ロード設定
codex_new_gender	性別
codex_new_uniformpicker	ユニフォームピッカー
codex_new_fakebuttonleft	<
codex_new_fakebuttonright	>
uniform_color_33	マゼンタ
Uniform_Picker_Selection	このオプションを選択すると、現在のユニフォームセットが変更されます。
Uniform_Picker_DLCRequired	このユニフォームセットをアンロックするには*Xが必要
uniformPack_Default	定番のユニフォーム
uniformPack_Default_desc	長く使えるユニフォーム。10年以上の耐久性が保証されている。
equipment_GarbageBag	ゴミ袋
equipment_SafetyGoggles	安全ゴーグル
material_DarkWoodFloor	暗い色の木材の床
buildtoolbar_popup_mat_DarkWoodFloor	硬い木材の床は、オフィスに最適。
equipment_brick	レンガ
equipment_export	保管
mainMenu_upsell	今すぐ購入！
equipment_crate	木箱
equipment_logPile	丸太の山
equipment_box	箱
equipment_mailUnsorted	郵便袋
equipment_food	食べ物
equipment_waterBucket	水バケツ
dlc_name_qol1	フリーフォアライフ
action_BabySleep	[乳幼児]睡眠
action_BabyPlay	[乳幼児]遊び
quickbuild_Security	セキュリティ
quickbuild_Parole	仮釈放室
quickbuild_Kennel	犬舎
interfacecallout_BountyHunters	賞金稼ぎ
object_BountyHunter	賞金稼ぎ
d11_cooldown_hours_DistractionContraption	*X時間
object_SiberianHusky	ゴースト
graph_allTime	いつでも
victory_UndeadEscapes_units	脱獄者
d11_logging_gangFight	[*T] *Yの*Xはギャングの喧嘩の加害者であった。
warden_wardenzombieskeller_name	ジェローム・ケラー
warden_wardenzombieskeller_desc	模範を示し、人を鼓舞する善人。生者や死者から高く評価されている元伝道師。\nアンデッドの歩行速度が15%減少する。\nアンデッドに与えるダメージが10%増加する。\n確保したアンデッドに対して支払われる日当の価値が上がる。
warden_wardenzombieskeller_desc_short	アンデッドの歩行速度が15%減少する。\nアンデッドに与えるダメージが10%増加する。\n確保したアンデッドに対して支払われる日当の価値が上がる。
object_zombie	アンデッド
interface_zombieTier	アンデッドのランク：
status_effect_StatusRunningInFear	恐怖からの逃走
status_effect_infected	感染
material_TaintedFloor	汚染
buildtoolbar_popup_mat_TaintedFloor	ここでは何も育たなさそうだ。
material_FenceWall	フェンスウォール
buildtoolbar_popup_mat_FenceWall	これらの壁は特に不気味に感じる。
material_YellowStraightLineTiles	コンクリートのタイル（直線）
material_YellowCornerLineTiles	コンクリートのタイル（コーナー）
buildtoolbar_popup_mat_Rotatable	回転可能
finances_category_zombiepayments	アンデッドの対価
dlc_name_graveyardShift	アンデッド
codex_new_theUndead	アンデッド！
codex_tooltip_theUndead	アウトブレイク？これは従来のウイルスではない。君ならばこの悪の根源を断ち切ることができるはずだ。\n\n無効 - 死者たちに休息を。\n\n低 - 簡単に対処可能。\n\n中 - 少し難しい。\n\n高 - ナイトメアモード。さらに高いステータス、出現率、さらに無防備なユニットを攻撃した際に回復する能力をアンデッドに与える。
event_infect_entities	少し様子がおかしいやつが何人かいる。動きが鈍く、ボーッと一点を見つけており、皮膚が赤く変色している。
equipment_Crowbar	バール
equipment_BarbedWireBat	有刺鉄線の棍棒
equipment_ModifiedHandgun	改造された拳銃
equipment_ModifiedAssaultRifle	改造された突撃ライフル
equipment_ChainsawWeapon	チェーンソー
object_BountyHunterTrike	賞金稼ぎのトライク
d11_staffalert_title_BountyHunter	刑務所は今、危機的状況にある。アンデッドの駆除を手伝ってくれ。
object_ZombieChum	アンデッドの寄せ餌
buildtoolbar_popup_obj_ZombieChum	刑務所の囚人たちからアンデッドを誘い出すための寄せ餌。脳から作られたものではないが、負傷したアンデッドを回復する。
object_ornamentalgravestone	装飾用墓石
buildtoolbar_popup_obj_ornamentalgravestone	故人の為の記念品。
room_graveyard	墓地
quickbuild_graveyard	墓地
buildtoolbar_popup_room_graveyard	一部の入居者にとっての最後の休息場所。彼らがこのまま休息を望むかどうかは、また別の話である。
room_empty	空いた部屋
buildtoolbar_popup_room_empty	エリアを区切るための壁やドアはもう必要ありません。この空いた部屋を利用して、配置やセキュリティセクターを割り当てるための新しいエリアを作りましょう。
d11_graveyard_advisor_onboarding	墓場に何やら動きがある…。場所を無くした死者たちが地上を歩いているようだ。
object_DistractionContraption	気をそらす装置
buildtoolbar_popup_obj_DistractionContraption	短時間の間、範囲内にいる感染したユニットの注意をそらすために使用する音声装置で、24時間に1度だけ使用できる。深夜が近くなった際に使用することが推奨されるが、強制ではない。
d11_cooldown_name_DistractionContraption	クールダウン：
object_Gate	門
buildtoolbar_popup_obj_Gate	暗黒の門。
object_DoubleGate	二重の門
buildtoolbar_popup_obj_DoubleGate	二重の暗黒の門。
buildtoolbar_popup_obj_SiberianHusky	見た目だけは極めて優美。顔と自分の両方を舐めることが多いが、必ずしもその順番とは限らない。
object_Corgi	支配者
buildtoolbar_popup_obj_Corgi	可愛くて愛くるしい。地上高を低くして空力性能を向上。驚くほど機敏。
interface_action_LockPosition	ロックポジション
interface_action_UnlockPosition	アンロックポジション
casueofdeath_drowned	溺死
causeofdeath_staffKill	職員によって殺害。
graph_label_timeFrame	時間枠
graph_lastFive	過去5日間
graph_lastTen	過去10日間
graph_lastTwenty	過去20日間
d11_logging_zombified	[*T] *Xがアンデッドになった。
d11_logging_infection	[*T]アンデッドの感染が広がっている。
d11_logging_graveZombie	[*T] 1体のアンデッドが墓場から現れた。
codex_new_zombieOverlay	アンデッドオーバーレイ
codex_new_overlay_only	オーバーレイのみ
codex_new_overlay_all	完全に有効
codex_tooltip_zombieOverlay	ゲームの色調をサポートするオーバーレイを適用し、また、ゲーム内の主要なイベントを強調するために視覚的な歪みを提供します。
damage_eaten	浸食率：*X%
uniformPack_GraveyardShift	アンデッドユニフォーム
uniformPack_GraveyardShift_desc	ベースゲームの職員のユニフォームを変更し、損傷を示す。
d11_zombie_advisor_onboarding	何かおかしなことが起きている…。あそこのあいつ、ちょっと様子が変だと思わないか？
d11_prioritise_monitoring	監視の優先
d11_prioritise_monitoring_tooltip	これを有効にすると、看守は他の作業よりも監視カメラなどのセキュリティアイテムの操作を優先するようになる。
objective_undeadCount	アンデッド
objective_undeadCount_infections	感染したユニット：
objective_undeadCount_undead	アンデッドユニット：
objective_undeadCount_low	低ランク：
objective_undeadCount_mid	中ランク：
objective_undeadCount_high	高ランク：
