
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
event_lessfooddemand_fine	こちらから依頼した新しい食事案を実行しなかったようなので、実行した場合に節約できたであろう額をそちらの資金から差し引くことにする。これは、依頼した内容に君が従うまで繰り返し行われるだろう。
event_lessfooddemand_complete	食費の節約に関する実験はこれで終わりだ。結果はなんともハッキリしないものだった。食事の形態を元に戻したければ、そうしても構わない。

event_removevisitationdemand_1	他の刑務所である事件が起き、面会者のセキュリティチェックに改善の余地がある可能性が浮き彫りとなった。
event_removevisitationdemand_2	面会に関する規定を見直している間、すべての面会はキャンセルされる。12時間以内にすべての面会室を刑務所から撤去して欲しい。
event_removevisitationdemand_fine	セキュリティ上の問題があると言ったにも関わらず、君は面会室の撤去を怠った。したがって罰金が課される。罰金は要望に応えるまで繰り返し課されるだろう。
event_removevisitationdemand_complete	面会に関するセキュリティの見直しを行った。したがって、面会室を再び刑務所に設置してもらっても構わない。

event_lessworkdemand_1	労働時間が長すぎると受刑者からの苦情が入った。事態が改善しないのならトラブルを起こすと言っている。
event_lessworkdemand_2	「2時間以上働かされるのならこのムショをぶっ潰す」と受刑者の1人が言っているのを看守が耳にしたらしい。
event_lessworkdemand_ignore	どうやら受刑者は諦めたようだ。不満が消えた訳ではないが、上の言うことは絶対だと分からせることができたのだろう。
event_lessworkdemand_complete	受刑者は落ち着きを取り戻した。数日間でも休めて満足したのだろう。文句を言わずに仕事に戻ってくれるはずだ。

event_moresleepdemand_1	受刑者が睡眠が足りないと文句を言っているらしい。かなりその事で苛立っているようだ。
event_moresleepdemand_2	少なくとも７時間の睡眠時間を与えられないのなら、トラブルを起こすと言っている。
event_moresleepdemand_ignore	受刑者は落ち着きを取り戻したようだ。睡眠時間の事で文句を言うのを諦めたらしい。疲れたのだろう。
event_moresleepdemand_complete	睡眠時間の件は一件落着だ。将来的に時間を変えたければ問題なく行えるはずだ。

event_morefreetimedemand_1	受刑者たちが自由時間が足りないと文句を言っている。
event_morefreetimedemand_2	状況がマシにならなければ暴れ出すつもりだと受刑者が囁いているのを、看守が耳にしたということだ。
event_morefreetimedemand_ignore	受刑者は落ち着きを取り戻した。自由時間の件に関してこれ以上トラブルを起こすつもりはないらしい。厄介を起こして隔離棟に入れられればさらに自由時間が削られると気づいたのだろう。
event_morefreetimedemand_complete	これ以上受刑者を甘やかす必要はない。自由時間を減らしたければそうしても構わない。

event_contrabandsurge_complete	受刑者の授業のために我々が招いた教員の1人が大量の禁制品を持ち込んでいたことが発覚した。彼らは解雇されたが、ダメージはまだ残っている。
event_corruptingspiritualist_complete	宗教プログラムのために我々が招いた宗教指導者の1人が、あらゆるヘイトスピーチを用いて受刑者たちを高揚させている。彼らは解雇されたが、受刑者たちが落ち着くまでには時間がかかるだろう。

event_agitatingradio_1	一部の看守によると、受刑者たちが聴いているラジオ番組の新しいホストが、彼らを扇動するようなことを色々と言っていたそうだ。
event_agitatingradio_2	彼らが、それを本気にし始めなければよいが、しばらくの間ラジオを撤去した方がよいだろう。
event_agitatingradio_complete	あのラジオのホストは多くの苦情を受けてクビになったらしい。刑務所内でラジオが問題になることはもうないだろう。

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	到着予定の受刑者
objective_tvremovaldemand	共有ルームからテレビを撤去
objective_tvremovaldemand_child	共有ルームにテレビがないことを確認
objective_weightsremovaldemand	運動場からベンチプレス用のベンチを撤去
objective_weightsremovaldemand_child	運動場にベンチプレス用のベンチがないことを確認
objective_lessfooddemand	食事の量と種類を「低」に減らす
objective_lessfooddemand_child	食事の量と種類に関する方針を「低」に変更する
objective_removevisitationdemand	すべての面会室を撤去
objective_removevisitationdemand_child	セキュリティの見直しが終わるまで面会室を設けない
objective_virus	ウィルスの大流行
objective_virus_child	感染した受刑者数：
objective_massassassination	連邦証人の\n出廷日
objective_massassassination_child	生き残った証人：
objective_lessworkdemand	受刑者が労働時間削減を要求
objective_lessworkdemand_child	労働時間を1日に2時間以下に設定
objective_moresleepdemand	受刑者の睡眠時間を増やす
objective_moresleepdemand_child	睡眠時間を7時間以上に増やす
objective_morefreetimedemand	受刑者の自由時間を増やす
objective_morefreetimedemand_child	自由時間を6時間以上に増やす
objective_agitatingradio	扇動的なラジオ放送
objective_agitatingradio_child	今放送中のラジオが受刑者たちを高揚させている...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	刑務所長
warden_default_desc	この世でもっと均等の取れた人物。仕事が人生で、「刑務所長」以外の名前を持たない。
warden_lobbyist_name	ロビイスト
warden_lobbyist_desc	上層部に知り合いがいるので、管理しやすい刑務所が自分のところに回ってくるよう、手配することができる。\n\n - 以下のカテゴリーの受刑者が到着する可能性が半減する：暴力的、残忍、不安定、死神、ファイター
warden_lobbyist_desc_short	- 以下のカテゴリーの受刑者が到着する可能性が半減する：暴力的、残忍、不安定、死神、ファイター
warden_fear_name	リタ
warden_fear_desc	残忍かつ冷酷。彼女の刑務所は受刑者に恐怖を植え付けることで運営される。ただし、ムチを持ち歩いているという噂は多少大げさかもしれない。 \n\n - 「ストイック」または「大胆不敵」カテゴリーの受刑者が到着する可能性が半減する：\n - 受刑者が通常の倍の早さで抑圧される
warden_fear_desc_short	- 「ストイック」または「大胆不敵」カテゴリーの受刑者が到着する可能性が半減する\n - 受刑者が通常の倍の早さで抑圧される
